Feature,Importance
k,0.010265885949078334
threshold,0.12891953384568705
InputEntityProfiles,0.040608578926044116
NumberOfAttributes,0.05010523005192919
NumberOfDistinctValues,0.03711076099752107
NumberOfNameValuePairs,0.03371814290658974
AverageNVPairsPerEntity,0.040662843193002084
AverageDistinctValuesPerEntity,0.06079673951330338
AverageNVpairsPerAttribute,0.04749933766633401
AverageDistinctValuesPerAttribute,0.037473756285885104
NumberOfMissingNVpairs,0.10099823271282361
AverageValueLength,0.02133023215300789
AverageValueTokens,0.04444622791186649
MaxValuesPerEntity,0.05868336247378385
clustering_KiralyMSMApproximateClustering,0.06813455587809447
clustering_UniqueMappingClustering,0.06155658796287735
lm_sdistilroberta,0.014422257843066163
lm_sent_glove,0.011445114227782912
lm_sminilm,0.026250993799857545
lm_smpnet,0.0197868292532172
lm_st5,0.06976954182508906
lm_word2vec,0.016015254623159288
