TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D8, extra_trees | extra_trees | k_nearest_neighbors | gradient_boosting | random_forest | adaboost | random_forest, 781.2956, 40.7814, 49.5337, 0.8233, 279.4591, 43224.7582
