TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D7, extra_trees | extra_trees | random_forest | gradient_boosting | k_nearest_neighbors | gradient_boosting, 269.9462, 65.3846, 67.76, 0.9649, 203.5877, 43237.6968
