TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D4, extra_trees | extra_trees | random_forest | gradient_boosting | ard_regression, 1938.3059, 98.1761, 98.6011, 0.9957, 24.7524, 43205.6582
