Feature,Importance,Std,Rank
k,-0.004382696884820092,0.0011599434237166213,0
threshold,0.0007146475941711694,0.002528067186049819,1
clustering_ConnectedComponentsClustering,0.34656054979106743,0.0044722152820681725,2
clustering_KiralyMSMApproximateClustering,-0.008136870021530873,0.00031372548023414986,3
clustering_UniqueMappingClustering,-0.005613568307226235,0.0008493904802579328,4
lm_fasttext,0.12551759629710657,0.0014249401366652243,5
lm_sdistilroberta,-0.0007393558508578923,0.00015092927093678413,6
lm_sent_glove,0.020868762476897663,0.0004144512163371215,7
lm_sminilm,0.00012590146719071438,0.0002933735008727906,8
lm_smpnet,-0.001387339468221982,0.00024508472083261795,9
lm_st5,0.031732185313834,0.0003761400403373912,10
lm_word2vec,0.02338984125233303,0.00037641212993605054,11
