Feature,Importance,Std,Rank
k,-0.012897460803614268,0.0014014388657421412,0
threshold,0.07795909884361474,0.003741502253427314,1
clustering_ConnectedComponentsClustering,0.5186623201558427,0.004685041061534126,2
clustering_KiralyMSMApproximateClustering,-0.006106439013023701,0.0006878629583505933,3
clustering_UniqueMappingClustering,0.003503401087681457,0.0006179178753382425,4
lm_fasttext,0.03145823935930059,0.0011638848466854037,5
lm_sdistilroberta,-0.0006570783175919193,9.926262464003475e-05,6
lm_sent_glove,0.004022235212055092,0.0006503391228164342,7
lm_sminilm,-0.0058917876868113785,0.0013524129515608213,8
lm_smpnet,0.004801998499549276,0.0010223962248574765,9
lm_st5,0.04358143768887017,0.0026689800996006438,10
lm_word2vec,0.006416198491138303,0.0005711667094143571,11
