Feature,Importance,Std,Rank
k,-0.019695633750372123,0.001178862407454614,0
threshold,0.0867873269036585,0.0017770906841170222,1
clustering_ConnectedComponentsClustering,0.21921282864019517,0.00710836000685576,2
clustering_KiralyMSMApproximateClustering,0.010810587348571977,0.00030747901489809804,3
clustering_UniqueMappingClustering,0.003226588969461508,0.00023452359721876234,4
lm_fasttext,0.08151929966108577,0.0013127081282908175,5
lm_sdistilroberta,-0.0068331567175250905,0.00018343402694278476,6
lm_sent_glove,0.014444937090594656,0.00047011639096527493,7
lm_sminilm,0.022571154446846188,0.0008249219084880735,8
lm_smpnet,0.00020653481597097124,0.0001245588956714039,9
lm_st5,0.0029916335137343377,0.0004421590857722174,10
lm_word2vec,0.018469837024748238,0.0004554128712122059,11
