Feature,Importance,Std,Rank
k,-0.05795255159414496,0.0014125382792111478,0
threshold,-0.10280234092007445,0.000962147221261165,1
clustering_ConnectedComponentsClustering,0.272129596643619,0.0032606435235430185,2
clustering_KiralyMSMApproximateClustering,0.0024288087026446137,0.00031731959372254356,3
clustering_UniqueMappingClustering,0.006741625264232898,0.00046750981784755765,4
lm_fasttext,0.03956377097075057,0.0013685674953194922,5
lm_sdistilroberta,0.002003726899850999,0.00010622307631337152,6
lm_sent_glove,0.015075800019063524,0.0005567089456606442,7
lm_sminilm,-0.003299253047008799,0.00020078120121686544,8
lm_smpnet,-0.0021839687150235765,0.00011481492862001238,9
lm_st5,0.003071023521395455,0.00097174879109488,10
lm_word2vec,0.01777805476254215,0.00042448700206277804,11
