Feature,Importance,Std,Rank
k,0.027154131795899185,0.003325445466301292,0
threshold,0.43222641101258663,0.009018371622824426,1
clustering_ConnectedComponentsClustering,-0.011822447479098086,0.00466578648916263,2
clustering_KiralyMSMApproximateClustering,-0.03459009629206794,0.0012758754073318222,3
clustering_UniqueMappingClustering,-0.03898617064812034,0.0009759795201672543,4
lm_fasttext,0.06266976452470607,0.0017487065377199283,5
lm_sdistilroberta,0.0005224447619061934,0.00010956244118230197,6
lm_sent_glove,-0.023107732463563936,0.0010793011751407653,7
lm_sminilm,0.005535673552798226,0.00213642775151028,8
lm_smpnet,-0.005367961081711758,0.0012508574641952536,9
lm_st5,0.03473092660558237,0.0019869051989104907,10
lm_word2vec,0.03591244530284014,0.0013993984532875365,11
