Feature,Importance,Std,Rank
k,-0.009850360845997441,0.0001891537871195842,0
threshold,-0.03258950973022375,0.0005315605011359653,1
clustering_ConnectedComponentsClustering,0.21619932731214891,0.0024496337494345137,2
clustering_KiralyMSMApproximateClustering,-0.0029371028494040385,0.00014813630843734846,3
clustering_UniqueMappingClustering,-0.003456818778592563,0.0001570278658462948,4
lm_fasttext,0.06081369191056043,0.0008265614493455377,5
lm_sdistilroberta,-0.00114657720782817,5.650752995310729e-05,6
lm_sent_glove,0.01465929018151615,0.00023648498559869608,7
lm_sminilm,0.0015802682348462493,8.16155304386545e-05,8
lm_smpnet,-0.0006267714136309443,6.0932778746998404e-05,9
lm_st5,0.0009707746462553791,0.00013940601030661107,10
lm_word2vec,0.012123709250503312,0.000261303425858248,11
