Feature,Importance,Std,Rank
k,-0.05791603802946255,0.001254148730575217,0
threshold,-0.029111640693898155,0.001550185147116915,1
clustering_ConnectedComponentsClustering,0.19919602322603888,0.005541360322840735,2
clustering_KiralyMSMApproximateClustering,0.004470162186504733,0.0005643749563351537,3
clustering_UniqueMappingClustering,0.007729438982546166,0.0006706712108402583,4
lm_fasttext,0.11193224256066432,0.0023950587049809987,5
lm_sdistilroberta,0.0033869673753160524,0.00015579446306925905,6
lm_sent_glove,0.022447377021050773,0.0006589206529100111,7
lm_sminilm,0.020838510220557736,0.0003580906834447714,8
lm_smpnet,0.009839186916364184,0.000365588514664118,9
lm_st5,0.0015371179678030033,0.0006424632900632576,10
lm_word2vec,0.03289584281028109,0.0007403742741031321,11
