trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D2,UniqueMappingClustering,st5,89,0.2,gridsearch,42,85.0233,84.9442,84.9837,0.7807285785675049
1,D2,ConnectedComponentsClustering,st5,80,0.8500000000000001,gridsearch,42,99.6032,23.3271,37.8012,0.43999576568603516
2,D2,ConnectedComponentsClustering,st5,21,0.05,gridsearch,42,0,0,0,0.33013105392456055
3,D2,ConnectedComponentsClustering,st5,42,0.8,gridsearch,42,100.0,14.3123,25.0407,0.30428457260131836
4,D2,ConnectedComponentsClustering,st5,57,0.15000000000000002,gridsearch,42,0,0,0,0.3334312438964844
5,D2,ConnectedComponentsClustering,st5,50,0.05,gridsearch,42,0,0,0,0.3084113597869873
6,D2,ConnectedComponentsClustering,st5,50,0.5,gridsearch,42,0,0,0,0.30805158615112305
7,D2,ConnectedComponentsClustering,st5,57,0.4,gridsearch,42,0,0,0,0.33160996437072754
8,D2,ConnectedComponentsClustering,st5,57,0.55,gridsearch,42,0,0,0,0.3353283405303955
9,D2,ConnectedComponentsClustering,st5,50,0.2,gridsearch,42,0,0,0,0.3242530822753906
10,D2,BestMatchClustering,st5,92,0.8500000000000001,gridsearch,42,77.9804,51.6729,62.1576,0.3524308204650879
11,D2,KiralyMSMApproximateClustering,st5,38,0.15000000000000002,gridsearch,42,92.6582,68.0297,78.4566,0.498307466506958
12,D2,BestMatchClustering,st5,80,0.8,gridsearch,42,72.0881,63.8476,67.7181,0.3405327796936035
13,D2,ConnectedComponentsClustering,st5,42,0.05,gridsearch,42,0,0,0,0.28531932830810547
14,D2,UniqueMappingClustering,st5,75,0.35000000000000003,gridsearch,42,85.1024,84.9442,85.0233,0.6896002292633057
15,D2,ConnectedComponentsClustering,st5,16,0.15000000000000002,gridsearch,42,0,0,0,0.18229365348815918
16,D2,UniqueMappingClustering,st5,71,0.15000000000000002,gridsearch,42,85.1024,84.9442,85.0233,0.6352667808532715
17,D2,KiralyMSMApproximateClustering,st5,61,0.1,gridsearch,42,92.6582,68.0297,78.4566,0.7154531478881836
18,D2,ConnectedComponentsClustering,st5,57,0.35000000000000003,gridsearch,42,0,0,0,0.3553328514099121
19,D2,UniqueMappingClustering,st5,89,0.7000000000000001,gridsearch,42,85.2198,84.6654,84.9417,0.4698824882507324
20,D2,UniqueMappingClustering,st5,91,0.15000000000000002,gridsearch,42,85.0233,84.9442,84.9837,0.7828588485717773
21,D2,KiralyMSMApproximateClustering,st5,73,0.15000000000000002,gridsearch,42,92.6582,68.0297,78.4566,0.6994369029998779
22,D2,BestMatchClustering,st5,92,0.7500000000000001,gridsearch,42,68.26,66.3569,67.295,0.39010190963745117
23,D2,ConnectedComponentsClustering,st5,42,0.2,gridsearch,42,0,0,0,0.27278709411621094
24,D2,ConnectedComponentsClustering,st5,16,0.7000000000000001,gridsearch,42,100.0,0.4647,0.9251,0.18346691131591797
25,D2,KiralyMSMApproximateClustering,st5,77,0.5,gridsearch,42,92.6582,68.0297,78.4566,0.8044888973236084
26,D2,KiralyMSMApproximateClustering,st5,38,0.4,gridsearch,42,92.6582,68.0297,78.4566,0.46213364601135254
27,D2,UniqueMappingClustering,st5,91,0.7000000000000001,gridsearch,42,85.2198,84.6654,84.9417,0.505817174911499
