trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D1,ConnectedComponentsClustering,sminilm,5,0.4,gridsearch,42,0,0,0,0.8439717292785645
1,D1,BestMatchClustering,sminilm,5,0.7500000000000001,gridsearch,42,38.8393,97.7528,55.5911,0.08452844619750977
2,D1,BestMatchClustering,sminilm,85,0.05,gridsearch,42,25.9587,98.8764,41.1215,0.6748692989349365
3,D1,ConnectedComponentsClustering,sminilm,5,0.8,gridsearch,42,69.2308,70.7865,70.0,0.09422159194946289
4,D1,UniqueMappingClustering,sminilm,7,0.45,gridsearch,42,34.9206,98.8764,51.6129,0.12950873374938965
5,D1,ConnectedComponentsClustering,sminilm,5,0.05,gridsearch,42,0,0,0,0.08965778350830078
6,D1,ConnectedComponentsClustering,sminilm,84,0.7000000000000001,gridsearch,42,72.093,34.8315,46.9697,0.7421317100524902
7,D1,BestMatchClustering,sminilm,5,0.55,gridsearch,42,37.7682,98.8764,54.6584,0.08704423904418945
8,D1,BestMatchClustering,sminilm,85,0.7500000000000001,gridsearch,42,38.8393,97.7528,55.5911,0.5109937191009521
9,D1,UniqueMappingClustering,sminilm,50,0.8500000000000001,gridsearch,42,39.1089,88.764,54.2955,0.4261038303375244
10,D1,BestMatchClustering,sminilm,51,0.3,gridsearch,42,25.9587,98.8764,41.1215,0.4263324737548828
11,D1,BestMatchClustering,sminilm,85,0.25,gridsearch,42,25.9587,98.8764,41.1215,0.6624987125396729
12,D1,KiralyMSMApproximateClustering,sminilm,59,0.25,gridsearch,42,37.7682,98.8764,54.6584,1.0080158710479736
13,D1,UniqueMappingClustering,sminilm,50,0.55,gridsearch,42,36.6667,98.8764,53.4954,0.474529504776001
14,D1,ConnectedComponentsClustering,sminilm,29,0.15000000000000002,gridsearch,42,0,0,0,0.2996654510498047
15,D1,ConnectedComponentsClustering,sminilm,96,0.1,gridsearch,42,0,0,0,0.8122255802154541
16,D1,ConnectedComponentsClustering,sminilm,96,0.7500000000000001,gridsearch,42,65.2778,52.809,58.3851,0.8400826454162598
17,D1,BestMatchClustering,sminilm,85,0.4,gridsearch,42,28.115,98.8764,43.7811,0.5853133201599121
18,D1,BestMatchClustering,sminilm,85,0.8,gridsearch,42,38.2775,89.8876,53.6913,0.4545724391937256
19,D1,ConnectedComponentsClustering,sminilm,29,0.8500000000000001,gridsearch,42,68.8679,82.0225,74.8718,0.32411789894104004
20,D1,UniqueMappingClustering,sminilm,50,0.7500000000000001,gridsearch,42,38.8393,97.7528,55.5911,0.3017430305480957
21,D1,KiralyMSMApproximateClustering,sminilm,5,0.25,gridsearch,42,37.2881,98.8764,54.1538,0.12049365043640137
22,D1,ConnectedComponentsClustering,sminilm,29,0.4,gridsearch,42,0,0,0,0.2905762195587158
23,D1,BestMatchClustering,sminilm,59,0.7500000000000001,gridsearch,42,38.8393,97.7528,55.5911,0.36324000358581543
24,D1,ConnectedComponentsClustering,sminilm,96,0.8,gridsearch,42,70.0,70.7865,70.3911,0.851372241973877
25,D1,KiralyMSMApproximateClustering,sminilm,5,0.2,gridsearch,42,37.2881,98.8764,54.1538,0.41329431533813477
26,D1,ConnectedComponentsClustering,sminilm,96,0.35000000000000003,gridsearch,42,0,0,0,0.8141133785247803
27,D1,KiralyMSMApproximateClustering,sminilm,5,0.7000000000000001,gridsearch,42,38.9381,98.8764,55.873,0.09189105033874512
28,D1,ConnectedComponentsClustering,sminilm,84,0.05,gridsearch,42,0,0,0,0.7246978282928467
29,D1,BestMatchClustering,sminilm,59,0.25,gridsearch,42,25.9587,98.8764,41.1215,0.4755234718322754
30,D1,BestMatchClustering,sminilm,59,0.6000000000000001,gridsearch,42,36.8201,98.8764,53.6585,0.3918423652648926
31,D1,ConnectedComponentsClustering,sminilm,29,0.35000000000000003,gridsearch,42,0,0,0,0.3106863498687744
32,D1,KiralyMSMApproximateClustering,sminilm,5,0.6000000000000001,gridsearch,42,38.7665,98.8764,55.6962,0.10014104843139648
33,D1,KiralyMSMApproximateClustering,sminilm,59,0.1,gridsearch,42,37.7682,98.8764,54.6584,1.1823725700378418
34,D1,UniqueMappingClustering,sminilm,50,0.9000000000000001,gridsearch,42,40.5263,86.5169,55.1971,0.2806270122528076
35,D1,BestMatchClustering,sminilm,78,0.9000000000000001,gridsearch,42,40.5263,86.5169,55.1971,0.42595553398132324
36,D1,BestMatchClustering,sminilm,85,0.8500000000000001,gridsearch,42,39.1089,88.764,54.2955,0.44989681243896484
37,D1,KiralyMSMApproximateClustering,sminilm,62,0.15000000000000002,gridsearch,42,37.7682,98.8764,54.6584,1.1065218448638916
38,D1,UniqueMappingClustering,sminilm,50,0.2,gridsearch,42,25.9587,98.8764,41.1215,0.7836835384368896
39,D1,KiralyMSMApproximateClustering,sminilm,59,0.45,gridsearch,42,37.931,98.8764,54.8287,0.7381200790405273
40,D1,KiralyMSMApproximateClustering,sminilm,86,0.4,gridsearch,42,37.6068,98.8764,54.4892,1.1633427143096924
41,D1,ConnectedComponentsClustering,sminilm,78,0.8500000000000001,gridsearch,42,68.8679,82.0225,74.8718,0.7030384540557861
42,D1,KiralyMSMApproximateClustering,sminilm,62,0.8,gridsearch,42,38.6473,89.8876,54.0541,0.3867647647857666
43,D1,ConnectedComponentsClustering,sminilm,84,0.7500000000000001,gridsearch,42,65.2778,52.809,58.3851,0.755098819732666
44,D1,ConnectedComponentsClustering,sminilm,92,0.6000000000000001,gridsearch,42,55.5556,5.618,10.2041,0.8034453392028809
45,D1,ConnectedComponentsClustering,sminilm,5,0.7000000000000001,gridsearch,42,72.7273,35.9551,48.1203,0.10292315483093262
46,D1,KiralyMSMApproximateClustering,sminilm,78,0.05,gridsearch,42,37.6068,98.8764,54.4892,1.3530242443084717
47,D1,KiralyMSMApproximateClustering,sminilm,24,0.4,gridsearch,42,37.6068,98.8764,54.4892,0.39793920516967773
48,D1,KiralyMSMApproximateClustering,sminilm,77,0.4,gridsearch,42,37.6068,98.8764,54.4892,0.8851523399353027
49,D1,KiralyMSMApproximateClustering,sminilm,59,0.7500000000000001,gridsearch,42,39.5455,97.7528,56.3107,0.4789409637451172
50,D1,BestMatchClustering,sminilm,51,0.15000000000000002,gridsearch,42,25.9587,98.8764,41.1215,0.4176456928253174
