trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D4,KiralyMSMApproximateClustering,sminilm,76,0.3,gridsearch,42,98.0,96.9424,97.4684,1.6857876777648926
1,D4,KiralyMSMApproximateClustering,sminilm,58,0.15000000000000002,gridsearch,42,98.0,96.9424,97.4684,1.3318922519683838
2,D4,KiralyMSMApproximateClustering,sminilm,58,0.8500000000000001,gridsearch,42,98.9346,91.8615,95.267,0.6118245124816895
3,D4,ConnectedComponentsClustering,sminilm,99,0.45,gridsearch,42,100.0,0.2248,0.4486,1.0782885551452637
4,D4,KiralyMSMApproximateClustering,sdistilroberta,2,0.05,gridsearch,42,98.4883,96.6727,97.572,0.38689494132995605
5,D4,UniqueMappingClustering,sminilm,59,0.55,gridsearch,42,95.7784,97.9317,96.843,0.8838191032409668
6,D4,UniqueMappingClustering,sdistilroberta,8,0.5,gridsearch,42,96.8847,97.8867,97.3831,0.5330049991607666
7,D4,UniqueMappingClustering,sdistilroberta,64,0.35000000000000003,gridsearch,42,95.29,98.2464,96.7456,1.5533499717712402
8,D4,BestMatchClustering,sdistilroberta,16,0.2,gridsearch,42,80.4042,82.2842,81.3333,0.5054879188537598
9,D4,ConnectedComponentsClustering,sminilm,75,0.55,gridsearch,42,100.0,3.5072,6.7767,0.9039335250854492
10,D4,KiralyMSMApproximateClustering,sminilm,76,0.5,gridsearch,42,98.0,96.9424,97.4684,1.3426597118377686
11,D4,UniqueMappingClustering,sdistilroberta,64,0.6000000000000001,gridsearch,42,97.0129,97.8417,97.4256,0.8242347240447998
12,D4,UniqueMappingClustering,sminilm,59,0.8500000000000001,gridsearch,42,98.374,92.491,95.3418,0.5734012126922607
13,D4,ConnectedComponentsClustering,sminilm,99,0.55,gridsearch,42,100.0,3.5072,6.7767,1.0943193435668945
14,D4,ConnectedComponentsClustering,sminilm,9,0.8,gridsearch,42,99.9413,76.6187,86.7396,0.37189388275146484
15,D4,BestMatchClustering,sminilm,86,0.45,gridsearch,42,71.1295,73.3363,72.2161,1.1169121265411377
16,D4,KiralyMSMApproximateClustering,sdistilroberta,16,0.6500000000000001,gridsearch,42,98.4361,96.223,97.317,0.4608893394470215
17,D4,ConnectedComponentsClustering,sminilm,75,0.8,gridsearch,42,99.9413,76.6187,86.7396,0.9449262619018555
18,D4,ConnectedComponentsClustering,sdistilroberta,79,0.55,gridsearch,42,100.0,4.0917,7.8618,0.9581327438354492
19,D4,UniqueMappingClustering,sminilm,44,0.45,gridsearch,42,95.236,97.9766,96.5869,0.9509265422821045
20,D4,UniqueMappingClustering,sminilm,59,0.9000000000000001,gridsearch,42,98.7474,85.0719,91.401,0.5662317276000977
21,D4,UniqueMappingClustering,sdistilroberta,64,0.1,gridsearch,42,95.29,98.2464,96.7456,1.364628553390503
22,D4,BestMatchClustering,sdistilroberta,19,0.15000000000000002,gridsearch,42,78.44,80.4856,79.4496,0.7250959873199463
23,D4,BestMatchClustering,sminilm,58,0.7000000000000001,gridsearch,42,93.2341,92.9406,93.0871,0.7360694408416748
24,D4,ConnectedComponentsClustering,sdistilroberta,23,0.3,gridsearch,42,0,0,0,0.5179190635681152
25,D4,ConnectedComponentsClustering,sminilm,17,0.1,gridsearch,42,0,0,0,0.43042612075805664
26,D4,KiralyMSMApproximateClustering,sminilm,76,0.9000000000000001,gridsearch,42,99.1034,84.4874,91.2136,0.6654579639434814
27,D4,UniqueMappingClustering,sdistilroberta,46,0.6500000000000001,gridsearch,42,97.5654,97.3022,97.4336,0.5970816612243652
28,D4,BestMatchClustering,sminilm,86,0.6000000000000001,gridsearch,42,84.2946,85.4317,84.8593,0.9585912227630615
29,D4,ConnectedComponentsClustering,sminilm,75,0.5,gridsearch,42,100.0,0.7194,1.4286,0.8834807872772217
30,D4,BestMatchClustering,sdistilroberta,16,0.3,gridsearch,42,80.4482,82.3291,81.3778,0.5025856494903564
31,D4,KiralyMSMApproximateClustering,sminilm,86,0.7500000000000001,gridsearch,42,98.5648,95.7284,97.1259,0.9199357032775879
32,D4,KiralyMSMApproximateClustering,sminilm,86,0.05,gridsearch,42,98.0,96.9424,97.4684,1.8130557537078857
33,D4,KiralyMSMApproximateClustering,sdistilroberta,79,0.7500000000000001,gridsearch,42,98.9618,94.2896,96.5692,0.744701623916626
34,D4,ConnectedComponentsClustering,sminilm,9,0.15000000000000002,gridsearch,42,0,0,0,0.3317389488220215
35,D4,UniqueMappingClustering,sminilm,59,0.45,gridsearch,42,95.236,97.9766,96.5869,1.1653022766113281
36,D4,KiralyMSMApproximateClustering,sdistilroberta,79,0.3,gridsearch,42,98.0045,97.1673,97.5841,1.6553914546966553
37,D4,ConnectedComponentsClustering,sdistilroberta,23,0.55,gridsearch,42,100.0,4.1367,7.9447,0.5056424140930176
38,D4,KiralyMSMApproximateClustering,sminilm,58,0.2,gridsearch,42,98.0,96.9424,97.4684,1.2852282524108887
39,D4,KiralyMSMApproximateClustering,sdistilroberta,2,0.1,gridsearch,42,98.4883,96.6727,97.572,0.5123777389526367
40,D4,UniqueMappingClustering,sdistilroberta,8,0.6000000000000001,gridsearch,42,97.2284,97.7968,97.5118,0.472362756729126
41,D4,UniqueMappingClustering,sminilm,59,0.6500000000000001,gridsearch,42,97.3106,97.6169,97.4635,0.6310539245605469
42,D4,BestMatchClustering,sdistilroberta,19,0.6000000000000001,gridsearch,42,87.9448,88.8939,88.4168,0.4973716735839844
43,D4,ConnectedComponentsClustering,sminilm,9,0.7000000000000001,gridsearch,42,100.0,42.4011,59.5516,0.4827384948730469
44,D4,ConnectedComponentsClustering,sminilm,17,0.5,gridsearch,42,100.0,0.7644,1.5172,0.4152827262878418
45,D4,UniqueMappingClustering,sminilm,86,0.8,gridsearch,42,98.2839,95.2788,96.758,0.6904506683349609
46,D4,KiralyMSMApproximateClustering,sminilm,86,0.9000000000000001,gridsearch,42,99.1034,84.4874,91.2136,0.7448363304138184
47,D4,UniqueMappingClustering,sminilm,90,0.45,gridsearch,42,95.1113,97.9766,96.5227,1.6185567378997803
48,D4,KiralyMSMApproximateClustering,sminilm,86,0.3,gridsearch,42,98.0,96.9424,97.4684,1.8554444313049316
49,D4,ConnectedComponentsClustering,sminilm,75,0.3,gridsearch,42,0,0,0,0.8473711013793945
50,D4,UniqueMappingClustering,sdistilroberta,63,0.25,gridsearch,42,95.29,98.2464,96.7456,1.3698363304138184
51,D4,BestMatchClustering,sminilm,58,0.8500000000000001,gridsearch,42,97.6566,91.8165,94.6466,0.7900905609130859
52,D4,KiralyMSMApproximateClustering,sdistilroberta,16,0.4,gridsearch,42,97.9583,97.0773,97.5158,0.6904022693634033
53,D4,BestMatchClustering,sminilm,9,0.2,gridsearch,42,83.7168,85.0719,84.3889,0.4170055389404297
54,D4,KiralyMSMApproximateClustering,sdistilroberta,16,0.6000000000000001,gridsearch,42,98.3097,96.7626,97.53,0.6141281127929688
55,D4,ConnectedComponentsClustering,sminilm,96,0.4,gridsearch,42,0,0,0,1.0697507858276367
56,D4,BestMatchClustering,sminilm,9,0.5,gridsearch,42,84.6392,85.9712,85.3,0.4271378517150879
57,D4,KiralyMSMApproximateClustering,sdistilroberta,70,0.9000000000000001,gridsearch,42,99.1808,70.7734,82.603,0.6899607181549072
58,D4,BestMatchClustering,sdistilroberta,81,0.8,gridsearch,42,98.0383,92.1313,94.993,0.9167685508728027
59,D4,UniqueMappingClustering,sminilm,59,0.6000000000000001,gridsearch,42,96.7957,97.7968,97.2937,0.7121975421905518
60,D4,BestMatchClustering,sminilm,86,0.35000000000000003,gridsearch,42,69.0497,71.223,70.1195,1.1119334697723389
61,D4,ConnectedComponentsClustering,sminilm,30,0.7000000000000001,gridsearch,42,100.0,42.2662,59.4185,0.5473792552947998
62,D4,ConnectedComponentsClustering,sminilm,35,0.7500000000000001,gridsearch,42,99.8582,63.3094,77.4904,0.6013064384460449
63,D4,ConnectedComponentsClustering,sminilm,75,0.25,gridsearch,42,0,0,0,0.8694536685943604
64,D4,UniqueMappingClustering,sdistilroberta,8,0.8,gridsearch,42,98.7081,92.7608,95.6421,0.423046350479126
65,D4,BestMatchClustering,sminilm,79,0.45,gridsearch,42,71.8273,74.0558,72.9245,0.9239640235900879
66,D4,ConnectedComponentsClustering,sminilm,30,0.3,gridsearch,42,0,0,0,0.7315883636474609
67,D4,BestMatchClustering,sminilm,58,0.9000000000000001,gridsearch,42,98.2768,84.6223,90.9398,0.605461597442627
68,D4,ConnectedComponentsClustering,sminilm,96,0.05,gridsearch,42,0,0,0,1.0503497123718262
69,D4,ConnectedComponentsClustering,sdistilroberta,59,0.3,gridsearch,42,0,0,0,0.7929320335388184
70,D4,UniqueMappingClustering,sdistilroberta,64,0.55,gridsearch,42,96.1674,98.1565,97.1518,1.0682659149169922
71,D4,BestMatchClustering,sminilm,9,0.05,gridsearch,42,83.7168,85.0719,84.3889,0.40473127365112305
72,D4,ConnectedComponentsClustering,sdistilroberta,79,0.45,gridsearch,42,100.0,0.1349,0.2694,0.9565739631652832
73,D4,ConnectedComponentsClustering,sdistilroberta,37,0.5,gridsearch,42,100.0,0.9442,1.8708,0.6045758724212646
74,D4,BestMatchClustering,sminilm,9,0.8,gridsearch,42,97.0302,94.0198,95.5013,0.5521032810211182
75,D4,BestMatchClustering,sminilm,86,0.15000000000000002,gridsearch,42,69.0497,71.223,70.1195,1.1215496063232422
76,D4,ConnectedComponentsClustering,sminilm,17,0.8500000000000001,gridsearch,42,99.9462,83.4982,90.9848,0.4501535892486572
77,D4,BestMatchClustering,sdistilroberta,19,0.25,gridsearch,42,78.44,80.4856,79.4496,0.5358457565307617
78,D4,ConnectedComponentsClustering,sminilm,35,0.9000000000000001,gridsearch,42,99.9444,80.8453,89.386,0.6199817657470703
79,D4,UniqueMappingClustering,sdistilroberta,63,0.6500000000000001,gridsearch,42,97.5654,97.3022,97.4336,0.6773176193237305
80,D4,KiralyMSMApproximateClustering,sdistilroberta,2,0.6000000000000001,gridsearch,42,98.5328,96.6277,97.5709,0.5444819927215576
81,D4,KiralyMSMApproximateClustering,sdistilroberta,70,0.7500000000000001,gridsearch,42,98.9618,94.2896,96.5692,0.7061865329742432
82,D4,BestMatchClustering,sdistilroberta,81,0.45,gridsearch,42,71.9268,74.1906,73.0412,1.0821237564086914
83,D4,UniqueMappingClustering,sminilm,86,0.7500000000000001,gridsearch,42,98.0831,96.6277,97.3499,0.6924183368682861
84,D4,KiralyMSMApproximateClustering,sdistilroberta,79,0.2,gridsearch,42,98.0045,97.1673,97.5841,1.752290964126587
85,D4,UniqueMappingClustering,sminilm,44,0.7500000000000001,gridsearch,42,98.0831,96.6277,97.3499,0.5357799530029297
86,D4,BestMatchClustering,sdistilroberta,81,0.4,gridsearch,42,70.7498,72.9766,71.8459,0.9929571151733398
87,D4,UniqueMappingClustering,sdistilroberta,43,0.45,gridsearch,42,95.4148,98.2464,96.8099,0.9926345348358154
88,D4,UniqueMappingClustering,sdistilroberta,64,0.15000000000000002,gridsearch,42,95.29,98.2464,96.7456,1.3617925643920898
89,D4,UniqueMappingClustering,sminilm,31,0.25,gridsearch,42,95.3611,97.9766,96.6511,0.7925524711608887
90,D4,ConnectedComponentsClustering,sdistilroberta,66,0.5,gridsearch,42,100.0,0.9442,1.8708,0.8808705806732178
91,D4,ConnectedComponentsClustering,sminilm,52,0.1,gridsearch,42,0,0,0,0.6779193878173828
92,D4,UniqueMappingClustering,sdistilroberta,63,0.05,gridsearch,42,95.29,98.2464,96.7456,1.3743700981140137
93,D4,ConnectedComponentsClustering,sdistilroberta,23,0.25,gridsearch,42,0,0,0,0.4959290027618408
94,D4,UniqueMappingClustering,sminilm,86,0.6500000000000001,gridsearch,42,97.3106,97.6169,97.4635,1.019881010055542
95,D4,KiralyMSMApproximateClustering,sminilm,96,0.15000000000000002,gridsearch,42,97.9555,96.9424,97.4463,1.948732614517212
96,D4,ConnectedComponentsClustering,sdistilroberta,79,0.2,gridsearch,42,0,0,0,0.9516384601593018
97,D4,KiralyMSMApproximateClustering,sdistilroberta,2,0.9000000000000001,gridsearch,42,99.2434,70.7734,82.6247,0.3929586410522461
98,D4,ConnectedComponentsClustering,sminilm,30,0.55,gridsearch,42,100.0,3.5971,6.9444,0.540860652923584
99,D4,UniqueMappingClustering,sminilm,44,0.3,gridsearch,42,95.236,97.9766,96.5869,1.0059189796447754
100,D4,BestMatchClustering,sminilm,35,0.45,gridsearch,42,74.3892,76.6637,75.5093,0.620506763458252
101,D4,ConnectedComponentsClustering,sminilm,75,0.1,gridsearch,42,0,0,0,0.8941123485565186
102,D4,KiralyMSMApproximateClustering,sminilm,58,0.7500000000000001,gridsearch,42,98.5648,95.7284,97.1259,0.8298795223236084
103,D4,BestMatchClustering,sdistilroberta,16,0.5,gridsearch,42,82.022,83.9029,82.9518,0.49954771995544434
104,D4,KiralyMSMApproximateClustering,sminilm,96,0.45,gridsearch,42,97.9555,96.9424,97.4463,1.791348934173584
105,D4,BestMatchClustering,sminilm,58,0.6000000000000001,gridsearch,42,84.3764,85.4766,84.9229,0.787445068359375
106,D4,UniqueMappingClustering,sdistilroberta,43,0.2,gridsearch,42,95.3732,98.2464,96.7885,1.003746747970581
107,D4,ConnectedComponentsClustering,sminilm,9,0.45,gridsearch,42,100.0,0.2698,0.5381,0.36666083335876465
108,D4,BestMatchClustering,sminilm,35,0.5,gridsearch,42,75.7642,78.0126,76.872,0.583221435546875
109,D4,ConnectedComponentsClustering,sminilm,20,0.3,gridsearch,42,0,0,0,0.5582849979400635
110,D4,KiralyMSMApproximateClustering,sdistilroberta,79,0.6500000000000001,gridsearch,42,98.3908,96.223,97.2948,0.7638683319091797
111,D4,ConnectedComponentsClustering,sdistilroberta,59,0.25,gridsearch,42,0,0,0,0.7679762840270996
112,D4,BestMatchClustering,sminilm,23,0.2,gridsearch,42,76.1259,78.2824,77.1891,0.6530520915985107
113,D4,KiralyMSMApproximateClustering,sminilm,52,0.4,gridsearch,42,97.9555,96.9424,97.4463,1.2004258632659912
