trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D7,UniqueMappingClustering,st5,93,0.55,gridsearch,42,18.5959,90.2283,30.8365,6.655448913574219
1,D7,ConnectedComponentsClustering,st5,10,0.2,gridsearch,42,0,0,0,1.0812745094299316
2,D7,KiralyMSMApproximateClustering,st5,58,0.55,gridsearch,42,30.8202,89.2237,45.8148,4.6969850063323975
3,D7,KiralyMSMApproximateClustering,st5,59,0.2,gridsearch,42,30.8494,89.2237,45.847,3.9979476928710938
4,D7,UniqueMappingClustering,st5,83,0.1,gridsearch,42,18.6944,90.2283,30.9718,5.721493482589722
5,D7,ConnectedComponentsClustering,st5,87,0.8,gridsearch,42,67.5294,52.4201,59.0231,3.7758214473724365
6,D7,UniqueMappingClustering,st5,83,0.6000000000000001,gridsearch,42,18.7512,90.2283,31.0497,5.607833623886108
7,D7,BestMatchClustering,st5,59,0.15000000000000002,gridsearch,42,11.2502,54.9772,18.6783,2.7235424518585205
8,D7,KiralyMSMApproximateClustering,st5,59,0.55,gridsearch,42,30.8494,89.2237,45.847,4.431795120239258
9,D7,BestMatchClustering,st5,59,0.6500000000000001,gridsearch,42,13.3888,58.8128,21.812,2.146918296813965
10,D7,BestMatchClustering,st5,93,0.15000000000000002,gridsearch,42,10.4106,52.3288,17.3663,3.341853618621826
11,D7,ConnectedComponentsClustering,st5,87,0.1,gridsearch,42,0,0,0,3.658175468444824
12,D7,ConnectedComponentsClustering,st5,54,0.7500000000000001,gridsearch,42,57.2277,26.3927,36.125,2.414245367050171
13,D7,ConnectedComponentsClustering,st5,10,0.5,gridsearch,42,0,0,0,1.074911117553711
14,D7,UniqueMappingClustering,st5,69,0.55,gridsearch,42,18.9019,90.2283,31.2559,5.09476900100708
15,D7,UniqueMappingClustering,st5,93,0.7500000000000001,gridsearch,42,45.0116,88.5845,59.6923,2.300184965133667
16,D7,ConnectedComponentsClustering,st5,54,0.9000000000000001,gridsearch,42,62.1149,68.1279,64.9826,2.483771324157715
17,D7,UniqueMappingClustering,st5,25,0.25,gridsearch,42,20.4217,90.2283,33.3052,2.4996047019958496
18,D7,UniqueMappingClustering,st5,83,0.4,gridsearch,42,18.6944,90.2283,30.9718,5.731520414352417
19,D7,UniqueMappingClustering,st5,81,0.5,gridsearch,42,18.7263,90.2283,31.0155,5.858124732971191
20,D7,KiralyMSMApproximateClustering,st5,83,0.9000000000000001,gridsearch,42,57.193,74.4292,64.6825,2.24824857711792
21,D7,KiralyMSMApproximateClustering,st5,83,0.6500000000000001,gridsearch,42,31.6079,89.2237,46.6794,3.935029983520508
22,D7,UniqueMappingClustering,st5,83,0.5,gridsearch,42,18.6944,90.2283,30.9718,5.689579248428345
23,D7,ConnectedComponentsClustering,st5,10,0.6500000000000001,gridsearch,42,50.0,0.1826,0.364,1.0959312915802002
24,D7,ConnectedComponentsClustering,st5,81,0.55,gridsearch,42,0,0,0,3.1387014389038086
