Feature,Importance,Std,Rank
k,0.0014835732096378784,0.00014440740754231133,0
threshold,-0.04188508536120241,0.0004122827754217706,1
clustering_KiralyMSMApproximateClustering,1.929303530741238,0.010039676287464348,2
clustering_UniqueMappingClustering,1.3612496087730914,0.005975948344819641,3
lm_sdistilroberta,0.8649527424237169,0.0031416206431403595,4
lm_sent_glove,0.256229165203873,0.0024337504544559873,5
lm_sminilm,1.1564330335961526,0.008177375314376569,6
lm_smpnet,0.9783569726519394,0.004397008342060689,7
lm_st5,2.0950950973044487,0.008935605005055924,8
lm_word2vec,0.1989312085731147,0.0013626539592807192,9
