Feature,Importance,Std,Rank
k,-0.0006590576709300189,0.00019047629279579124,0
threshold,0.04240569910592923,0.0007936029260510608,1
clustering_KiralyMSMApproximateClustering,0.5403839747440793,0.005101000056709459,2
clustering_UniqueMappingClustering,0.5361914019527035,0.0034309101236829473,3
lm_sdistilroberta,0.3786660420192597,0.0038830663692459746,4
lm_sent_glove,0.07948745938764937,0.0023390265776352887,5
lm_sminilm,1.1145643936766678,0.008017437371763391,6
lm_smpnet,0.4851418487960163,0.004400832478823367,7
lm_st5,1.2989407618920255,0.010070513460028208,8
lm_word2vec,0.06307311270667273,0.0009213405163666519,9
