Feature,Importance,Std,Rank
k,-0.004292045281163037,0.0002156754019023937,0
threshold,0.014631670224817072,0.00046049876118150107,1
clustering_KiralyMSMApproximateClustering,0.2517729044790932,0.0034698059659677163,2
clustering_UniqueMappingClustering,0.1449357208020835,0.002644889771832198,3
lm_sdistilroberta,0.12752388393463576,0.0026336944092734916,4
lm_sent_glove,0.0123963118011162,0.0013394057510956214,5
lm_sminilm,0.20348256734642525,0.0027334563593755475,6
lm_smpnet,0.18936157718103014,0.0017648460564617307,7
lm_st5,0.5824195573188807,0.005681553847961499,8
lm_word2vec,0.0012234598303630829,0.0005851260239521307,9
