Feature,Importance,Std,Rank
k,-9.176684529000889e-05,8.372442949775333e-05,0
threshold,0.013777191157918067,0.00034935799553979346,1
clustering_KiralyMSMApproximateClustering,0.2853990953686868,0.0027450513948438587,2
clustering_UniqueMappingClustering,0.24465213536868075,0.0025044297363366803,3
lm_sdistilroberta,0.11261438833640947,0.0014243444345551364,4
lm_sent_glove,0.00039751001263693686,0.001036435396921922,5
lm_sminilm,0.15136303316658126,0.0015449710283430022,6
lm_smpnet,0.13107934482983996,0.001250371858902964,7
lm_st5,0.1801861284514376,0.002444058091700678,8
lm_word2vec,0.0006075110855643495,0.00039846178822563734,9
