Feature,Importance,Std,Rank
k,0.004820792461370927,0.00021804468676764002,0
threshold,-0.0006702480059674887,0.0005665237552624142,1
clustering_KiralyMSMApproximateClustering,1.30599007401187,0.005741142263651209,2
clustering_UniqueMappingClustering,0.6000408311504494,0.005281429844196835,3
lm_sdistilroberta,0.45203386901444453,0.003160845140069375,4
lm_sent_glove,0.24700594767908832,0.0020931765707878614,5
lm_sminilm,1.1157800132125837,0.005761671800760983,6
lm_smpnet,0.8551968100225933,0.007763954015737775,7
lm_st5,0.7282497034126163,0.005390185353110493,8
lm_word2vec,0.0628241903106925,0.0013397046881319316,9
