Feature,Importance,Std,Rank
k,-0.00033389097450432504,9.332632966469978e-05,0
threshold,0.038116812994002935,0.000505266613434287,1
clustering_KiralyMSMApproximateClustering,0.7114497953583324,0.0054966379435507475,2
clustering_UniqueMappingClustering,0.6698023653230986,0.0029215513821970393,3
lm_sdistilroberta,0.33267796405887623,0.00179768368354602,4
lm_sent_glove,0.06639038638978902,0.0011223941931276416,5
lm_sminilm,0.6699651201463125,0.0031734632058557518,6
lm_smpnet,0.40342666699325963,0.002423805514805154,7
lm_st5,0.7960947212156341,0.003855700979452444,8
lm_word2vec,0.05173038689686632,0.0006730391875192026,9
