Feature,Importance,Std,Rank
k,0.00021764149148979507,8.510312826948164e-05,0
threshold,0.022342650031527043,0.0005742973239686389,1
clustering_KiralyMSMApproximateClustering,0.47158431615816604,0.003987221765064928,2
clustering_UniqueMappingClustering,0.41085633029002067,0.003179433743875732,3
lm_sdistilroberta,0.1433536042169814,0.0024165461728374916,4
lm_sent_glove,0.08252254436396625,0.0009340756779199042,5
lm_sminilm,0.19625671567919611,0.0029894364049724747,6
lm_smpnet,0.1624864296832349,0.0030742496211096813,7
lm_st5,0.25848985579177947,0.004356465578787792,8
lm_word2vec,0.05075976719407991,0.0011805376956206255,9
