Feature,Importance,Std,Rank
k,-0.0031310933541474073,0.0007712105171027454,0
threshold,-0.14704220985458294,0.0022284431849416858,1
clustering_KiralyMSMApproximateClustering,0.687263763952378,0.009022517087921069,2
clustering_UniqueMappingClustering,0.28938561750253966,0.006787855938370659,3
lm_sdistilroberta,0.6978415202927702,0.00939883165064422,4
lm_sent_glove,0.2264612338960617,0.0029081416668831684,5
lm_sminilm,1.1423852223510456,0.012991424654339527,6
lm_smpnet,1.1039919174657071,0.017531978960174652,7
lm_st5,0.6574351810609292,0.00966929123041099,8
lm_word2vec,0.09374615732804219,0.0021812116609088855,9
