Feature,Importance,Std,Rank
k,0.0001206348182428929,0.00023725724270979892,0
threshold,-0.1648157605532538,0.0010559014969742182,1
clustering_KiralyMSMApproximateClustering,0.9646042284958292,0.0054480037069447144,2
clustering_UniqueMappingClustering,0.4067616939715991,0.006607697574053429,3
lm_sdistilroberta,0.5281631115514775,0.004594066508928334,4
lm_sent_glove,0.1761357897133365,0.0028800300962825427,5
lm_sminilm,0.7509813206889766,0.006662882612878947,6
lm_smpnet,0.7091628016129823,0.0046035099456146885,7
lm_st5,0.4886359552731781,0.005333454971803589,8
lm_word2vec,0.07633634534623872,0.000957550967847238,9
