Feature,Importance,Std,Rank
k,0.0006527885664998733,0.00010629108314273422,0
threshold,0.020285042239024186,0.00037974747041370603,1
clustering_KiralyMSMApproximateClustering,0.7545421898852456,0.006798084995234504,2
clustering_UniqueMappingClustering,0.44491855853856555,0.00490801106331534,3
lm_sdistilroberta,0.14087991415891274,0.004355175401194497,4
lm_sent_glove,0.1602430784911013,0.0012265095408465505,5
lm_sminilm,0.33939149088885423,0.00404872139325914,6
lm_smpnet,0.2744835518466755,0.003189675434851019,7
lm_st5,0.3722630450759053,0.003884427985132197,8
lm_word2vec,0.04322879134217135,0.002513324320817895,9
