Feature,Importance,Std,Rank
k,0.0031962017854707094,0.000143122700277179,0
threshold,0.020548716439265025,0.0008881504047921962,1
clustering_KiralyMSMApproximateClustering,0.542532218571652,0.00361121748149464,2
clustering_UniqueMappingClustering,0.30454738525384145,0.006557539137589721,3
lm_sdistilroberta,0.21832441367922542,0.004009223191467911,4
lm_sent_glove,0.21404302207532266,0.0031200922616448526,5
lm_sminilm,0.9704473496961542,0.010449400303334787,6
lm_smpnet,0.487441123899933,0.005242395778193002,7
lm_st5,0.7767298505096412,0.013341981331126927,8
lm_word2vec,0.04813233720572898,0.0014224890151682725,9
