Feature,Importance,Std,Rank
k,0.001020034742717768,0.0001719120880332857,0
threshold,-0.17044939045037397,0.001833798341619643,1
clustering_KiralyMSMApproximateClustering,1.1579738437153757,0.008572617703840945,2
clustering_UniqueMappingClustering,0.51863530076129,0.008383789299289327,3
lm_sdistilroberta,0.4855113879698874,0.004374081308578315,4
lm_sent_glove,0.16855770252221416,0.0027018083382173885,5
lm_sminilm,0.6023429942005448,0.006621136318106202,6
lm_smpnet,0.5409108708976229,0.004477773685759574,7
lm_st5,0.416589937482655,0.004454073080972429,8
lm_word2vec,0.0726342537352326,0.0025569394255370703,9
