Feature,Importance,Std,Rank
k,0.00020157372577978006,7.432930922011876e-05,0
threshold,0.021885194330755586,0.00018561332674076715,1
clustering_KiralyMSMApproximateClustering,0.3437155795635494,0.0031162144006085463,2
clustering_UniqueMappingClustering,0.40579886012499616,0.004303770053099802,3
lm_sdistilroberta,0.14925959956369236,0.0016380888104430738,4
lm_sent_glove,-0.0055064209467069695,0.0013593679972264243,5
lm_sminilm,0.21977274540601915,0.002522853040810894,6
lm_smpnet,0.1673007662700461,0.002312925479585137,7
lm_st5,0.30451148064941724,0.0029030787429050516,8
lm_word2vec,0.007113930446167593,0.0006343587151548998,9
