Feature,Importance,Std,Rank
k,0.001640221641922146,0.0003300399457879006,0
threshold,-0.18923741760438612,0.002815365577583663,1
clustering_KiralyMSMApproximateClustering,1.9400929102607563,0.01648118347164452,2
clustering_UniqueMappingClustering,0.9422431997861329,0.013632694748712478,3
lm_sdistilroberta,0.649401982536862,0.008525641568022855,4
lm_sent_glove,0.49507742375180974,0.006929169373422461,5
lm_sminilm,0.947522655343454,0.012476437152304528,6
lm_smpnet,0.8235519750354262,0.009328066557956184,7
lm_st5,0.8674829633984139,0.01092140345057586,8
lm_word2vec,0.17028788896519642,0.003110345039822137,9
