Feature,Importance,Std,Rank
k,0.002239080719210884,0.0002033947677014136,0
threshold,0.05405182252411311,0.0006833928448465023,1
clustering_KiralyMSMApproximateClustering,0.8294313559256832,0.0052746835029675206,2
clustering_UniqueMappingClustering,0.6783749807261019,0.0041909021798179685,3
lm_sdistilroberta,0.18825747500493878,0.003937962366412713,4
lm_sent_glove,0.1612349262506771,0.002064281351991068,5
lm_sminilm,0.3397535786299351,0.003847097960538752,6
lm_smpnet,0.3415111281402051,0.003623014997051965,7
lm_st5,1.4169733673602336,0.012957656322254728,8
lm_word2vec,0.13562110474114303,0.001365721658872031,9
