Feature,Importance,Std,Rank
k,-0.003617232277582616,0.0007129343329912092,0
threshold,-0.22913663264033196,0.001570852100954466,1
clustering_KiralyMSMApproximateClustering,1.2628285730387923,0.016630698861395586,2
clustering_UniqueMappingClustering,0.5701700759938882,0.008429440068285634,3
lm_sdistilroberta,0.5337280611827675,0.004192081733286025,4
lm_sent_glove,0.5897716005223785,0.005904561904484648,5
lm_sminilm,1.012178106640511,0.007600436815560121,6
lm_smpnet,0.888140557748514,0.011105364537742267,7
lm_st5,1.0895771990907441,0.008211225447291332,8
lm_word2vec,0.16958792562553304,0.003482844361325118,9
