Feature,Importance,Std,Rank
k,0.0008755061141355713,0.0001748382592450232,0
threshold,0.023577425218670966,0.00034651851946182493,1
clustering_KiralyMSMApproximateClustering,0.14833324957555233,0.0033772998280487123,2
clustering_UniqueMappingClustering,0.28805901024173924,0.002989174181512906,3
lm_sdistilroberta,0.1368696820363834,0.0021752153939716954,4
lm_sent_glove,-0.01988082330497113,0.001381433920370821,5
lm_sminilm,0.26296427555680796,0.002435906226688533,6
lm_smpnet,0.15527219196870676,0.002842025182299417,7
lm_st5,0.8208600038187297,0.00779889156291728,8
lm_word2vec,-0.0009510752731327731,0.0010617233331221233,9
