Feature,Importance,Std,Rank
k,0.0005504710346021291,0.00019611446657823265,0
threshold,0.05090327293336845,0.0005043495729222539,1
clustering_KiralyMSMApproximateClustering,1.0836813442088098,0.009067375774980218,2
clustering_UniqueMappingClustering,0.9901117232670803,0.007007489829497274,3
lm_sdistilroberta,0.2603541750448052,0.0031326779929639927,4
lm_sent_glove,0.19794276680469203,0.0038892823661140427,5
lm_sminilm,0.4451278796858773,0.00380170183629416,6
lm_smpnet,0.41955317398222913,0.006438832956047217,7
lm_st5,0.9061301098626153,0.010366319803178228,8
lm_word2vec,0.16799619965468016,0.0021415136335076325,9
