dataset,lm,k,clustering,threshold,real_precision,real_recall,pyjedai_runtime,training_time,prediction_time,predicted_f1,real_f1
dbpedia,smpnet,85.0,KiralyMSMApproximateClustering,0.55,78.4778,70.4723,60930.6396,43205.552364349365,17.2191,71.9465,74.2599
