dataset,lm,k,clustering,threshold,real_precision,real_recall,pyjedai_runtime,training_time,prediction_time,predicted_f1,real_f1
dbpedia,st5,10.0,UniqueMappingClustering,0.5,78.1562,88.9816,78995.5786,-1,-1,-1,83.2183
