dataset,lm,k,clustering,threshold,real_precision,real_recall,pyjedai_runtime,training_time,prediction_time,predicted_f1,real_f1
dbpedia,st5,1.0,KiralyMSMApproximateClustering,0.05,83.308,86.4271,48232.0039,43200.689688920975,15.5378,58.4471,84.8389
