dataset,lm,k,clustering,threshold,real_precision,real_recall,pyjedai_runtime,training_time,prediction_time,predicted_f1,real_f1
dbpedia,st5,100.0,KiralyMSMApproximateClustering,0.3,84.1833,85.8059,57498.7356,97.5058,0.613,55.013930312159474,84.9869
