feature,importance
clustering_ConnectedComponentsClustering,0.7084217668310908
lm_st5,0.3265333336307106
threshold,0.17584975111750573
lm_sminilm,0.15220506515475724
lm_smpnet,0.13562202383399047
clustering_KiralyMSMApproximateClustering,0.023300434781976787
k,0.00021003954967540038
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueTokens,0.0
AverageValueLength,0.0
NumberOfMissingNVpairs,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
clustering_UniqueMappingClustering,-0.005431855540379971
