feature,importance
clustering_ConnectedComponentsClustering,1.4931999279190145
clustering_UniqueMappingClustering,0.016700188332452015
lm_smpnet,0.016037723992349838
k,0.0011055045491627168
NumberOfMissingNVpairs,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueLength,0.0
AverageValueTokens,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
lm_sminilm,-0.02412823065983396
clustering_KiralyMSMApproximateClustering,-0.05702337006687408
threshold,-0.15904153322648149
lm_st5,-0.18979405772674873
