feature,importance
threshold,0.38679059517966097
lm_sminilm,0.03678414688095657
clustering_UniqueMappingClustering,0.012641360866401285
k,0.0011045227153340775
NumberOfMissingNVpairs,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueLength,0.0
AverageValueTokens,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
lm_st5,-0.006227110421941795
lm_smpnet,-0.029609601432471953
clustering_KiralyMSMApproximateClustering,-0.04209430732433876
clustering_ConnectedComponentsClustering,-1.1285584475785992
