feature,importance
clustering_ConnectedComponentsClustering,0.4533635893865167
threshold,0.10690049582889802
lm_st5,0.06847106195060822
lm_sminilm,0.0415785039797472
lm_smpnet,0.005347266982946452
clustering_KiralyMSMApproximateClustering,0.0037130012587188064
AverageValueTokens,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
lm_word2vec,0.0
AverageValueLength,0.0
NumberOfMissingNVpairs,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
clustering_UniqueMappingClustering,-5.1194462178250076e-05
k,-0.0002210528695737457
