feature,importance
clustering_ConnectedComponentsClustering,2.0046863125947456
threshold,0.39967082420242994
lm_st5,0.058914405783587184
clustering_KiralyMSMApproximateClustering,0.0019994651928385678
k,0.00024927576392491657
AverageValueLength,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueTokens,0.0
NumberOfMissingNVpairs,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
clustering_UniqueMappingClustering,-9.183963781167481e-05
lm_sminilm,-0.002849084514796085
lm_smpnet,-0.009531484003054647
