feature,importance
clustering_ConnectedComponentsClustering,1.1256009103838047
lm_smpnet,0.028596717221329372
clustering_UniqueMappingClustering,0.0030912897587040077
k,0.00028209613709684334
NumberOfMissingNVpairs,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueLength,0.0
AverageValueTokens,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
lm_sminilm,-0.010105170993168499
clustering_KiralyMSMApproximateClustering,-0.04025043176690986
lm_st5,-0.17994932245075326
threshold,-0.44096820575641155
