feature,importance
threshold,1.4989740023559537
clustering_ConnectedComponentsClustering,0.5017786050642312
lm_st5,0.016692648569307345
clustering_UniqueMappingClustering,0.0040599882140233134
k,0.00023469421501349786
AverageValueLength,0.0
lm_sent_glove,0.0
lm_sdistilroberta,0.0
lm_fasttext,0.0
MaxValuesPerEntity,0.0
AverageValueTokens,0.0
NumberOfMissingNVpairs,0.0
AverageDistinctValuesPerAttribute,0.0
AverageNVpairsPerAttribute,0.0
AverageDistinctValuesPerEntity,0.0
AverageNVPairsPerEntity,0.0
NumberOfNameValuePairs,0.0
NumberOfDistinctValues,0.0
NumberOfAttributes,0.0
InputEntityProfiles,0.0
lm_word2vec,0.0
lm_sminilm,-0.011470756047766529
lm_smpnet,-0.03154518494551635
clustering_KiralyMSMApproximateClustering,-0.03497827754868173
