trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,33.7662,58.427,42.7984,0.5791
1,D1,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,58.8235,11.236,18.8679,0.0835
2,D1,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,19.8473,58.427,29.6296,0.7314
3,D1,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,0.8873
4,D1,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,36.6197,58.427,45.0216,0.3981
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,33.7662,58.427,42.7984,0.3241
1,D1,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,58.8235,11.236,18.8679,0.075
2,D1,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,19.8473,58.427,29.6296,0.6407
3,D1,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,1.0064
4,D1,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,36.6197,58.427,45.0216,0.3941
5,D1,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,66.6667,2.2472,4.3478,0.6267
6,D1,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,39.819,98.8764,56.7742,0.8019
7,D1,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,0.8145
8,D1,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,35.2381,83.1461,49.4983,0.5302
9,D1,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,0.2869
0,D1,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,33.7662,58.427,42.7984,0.3529
1,D1,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,58.8235,11.236,18.8679,0.0969
2,D1,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,19.8473,58.427,29.6296,0.8205
3,D1,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,1.0432
4,D1,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,36.6197,58.427,45.0216,0.2687
5,D1,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,66.6667,2.2472,4.3478,0.5738
6,D1,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,39.819,98.8764,56.7742,0.6766
7,D1,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,1.0869
8,D1,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,35.2381,83.1461,49.4983,0.6322
9,D1,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,0.2919
10,D1,ConnectedComponentsClustering,fasttext,69,0.78125,qmc,16,66.6667,26.9663,38.4,1.064
11,D1,UniqueMappingClustering,sent_glove,94,0.10625,qmc,16,22.3565,83.1461,35.2381,2.437
