trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D7,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,30.2901,64.8402,41.2911,2.7157
1,D7,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,40.8139,62.2831,49.3131,0.9186
2,D7,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,19.3921,65.8447,29.9605,4.4613
3,D7,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,4.4312
4,D7,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,35.7216,63.7443,45.7855,2.9044
0,D7,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,30.2901,64.8402,41.2911,2.0385
1,D7,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,40.8139,62.2831,49.3131,1.3016
2,D7,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,19.3921,65.8447,29.9605,4.4721
3,D7,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,4.666
4,D7,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,35.7216,63.7443,45.7855,2.4137
5,D7,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,0.0,0.0,0.0,2.4277
6,D7,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,52.9412,85.4795,65.386,4.0312
7,D7,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,3.7563
8,D7,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,35.9223,77.7169,49.1339,1.4216
9,D7,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,100.0,0.0913,0.1825,1.8374
0,D7,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,30.2901,64.8402,41.2911,1.9017
1,D7,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,40.8139,62.2831,49.3131,0.9358
2,D7,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,19.3921,65.8447,29.9605,3.9036
3,D7,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.4666
4,D7,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,35.7216,63.7443,45.7855,1.8471
5,D7,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,0.0,0.0,0.0,2.2862
6,D7,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,52.9412,85.4795,65.386,3.064
7,D7,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,3.63
8,D7,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,35.9223,77.7169,49.1339,1.5627
