trial,dataset,clustering,lm,k,threshold,sampler,seed,precision,recall,f1,runtime
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.2316
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,1.1053
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,4.1145
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.9447
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,2.0758
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.5666
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,1.0296
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,3.6437
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.8418
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,1.4894
5,D5,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,42.8571,0.1524,0.3038,2.4818
6,D5,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,84.9558,58.5366,69.3141,3.4399
7,D5,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,4.1736
8,D5,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,60.0357,68.3943,63.943,2.0315
9,D5,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,1.8515
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.0565
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,0.933
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,4.5446
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.7605
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,1.8424
5,D5,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,42.8571,0.1524,0.3038,2.3482
6,D5,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,84.9558,58.5366,69.3141,2.836
7,D5,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,4.1967
8,D5,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,60.0357,68.3943,63.943,1.9314
9,D5,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,2.2252
10,D5,ConnectedComponentsClustering,fasttext,69,0.78125,qmc,16,59.6591,5.3354,9.7948,4.2084
11,D5,UniqueMappingClustering,sent_glove,94,0.10625,qmc,16,32.0,70.7317,44.0646,9.3713
12,D5,KiralyMSMApproximateClustering,sminilm,44,0.55625,qmc,16,69.2532,84.3496,76.0596,2.68
13,D5,UniqueMappingClustering,fasttext,32,0.21875,qmc,16,27.3043,47.8659,34.773,3.1755
14,D5,KiralyMSMApproximateClustering,sminilm,82,0.66875,qmc,16,80.4434,71.9004,75.9324,3.4079
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.2201
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,1.2185
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,4.6091
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.8324
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,2.9533
5,D5,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,42.8571,0.1524,0.3038,3.3161
6,D5,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,84.9558,58.5366,69.3141,3.3912
7,D5,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,3.3602
8,D5,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,60.0357,68.3943,63.943,2.2994
9,D5,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,2.885
10,D5,ConnectedComponentsClustering,fasttext,69,0.78125,qmc,16,59.6591,5.3354,9.7948,4.0872
11,D5,UniqueMappingClustering,sent_glove,94,0.10625,qmc,16,32.0,70.7317,44.0646,8.9435
12,D5,KiralyMSMApproximateClustering,sminilm,44,0.55625,qmc,16,69.2532,84.3496,76.0596,2.0612
13,D5,UniqueMappingClustering,fasttext,32,0.21875,qmc,16,27.3043,47.8659,34.773,3.3213
14,D5,KiralyMSMApproximateClustering,sminilm,82,0.66875,qmc,16,80.4434,71.9004,75.9324,2.9865
15,D5,KiralyMSMApproximateClustering,word2vec,57,0.4437499999999999,qmc,16,50.4746,45.935,48.0979,5.648
16,D5,ConnectedComponentsClustering,sent_glove,7,0.8937499999999999,qmc,16,85.5605,48.4756,61.8878,0.8255
17,D5,KiralyMSMApproximateClustering,st5,10,0.47187499999999993,qmc,16,55.3205,86.3821,67.4469,1.6208
18,D5,ConnectedComponentsClustering,word2vec,60,0.921875,qmc,16,77.8243,18.9024,30.417,3.8384
19,D5,ConnectedComponentsClustering,word2vec,85,0.24687499999999996,qmc,16,0,0,0,4.6212
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.0981
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,0.9625
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,3.4128
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,4.2225
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,2.0199
5,D5,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,42.8571,0.1524,0.3038,2.0804
6,D5,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,84.9558,58.5366,69.3141,2.8865
7,D5,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,4.0065
8,D5,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,60.0357,68.3943,63.943,2.1733
9,D5,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,1.8276
10,D5,ConnectedComponentsClustering,fasttext,69,0.78125,qmc,16,59.6591,5.3354,9.7948,4.1965
11,D5,UniqueMappingClustering,sent_glove,94,0.10625,qmc,16,32.0,70.7317,44.0646,6.9038
12,D5,KiralyMSMApproximateClustering,sminilm,44,0.55625,qmc,16,69.2532,84.3496,76.0596,2.5719
13,D5,UniqueMappingClustering,fasttext,32,0.21875,qmc,16,27.3043,47.8659,34.773,2.5184
14,D5,KiralyMSMApproximateClustering,sminilm,82,0.66875,qmc,16,80.4434,71.9004,75.9324,3.26
15,D5,KiralyMSMApproximateClustering,word2vec,57,0.4437499999999999,qmc,16,50.4746,45.935,48.0979,4.9897
16,D5,ConnectedComponentsClustering,sent_glove,7,0.8937499999999999,qmc,16,85.5605,48.4756,61.8878,0.8015
17,D5,KiralyMSMApproximateClustering,st5,10,0.47187499999999993,qmc,16,55.3205,86.3821,67.4469,2.4204
18,D5,ConnectedComponentsClustering,word2vec,60,0.921875,qmc,16,77.8243,18.9024,30.417,3.1055
19,D5,ConnectedComponentsClustering,word2vec,85,0.24687499999999996,qmc,16,0,0,0,4.2215
20,D5,ConnectedComponentsClustering,st5,35,0.696875,qmc,16,73.6434,14.4817,24.2038,2.3988
21,D5,KiralyMSMApproximateClustering,sminilm,47,0.134375,qmc,16,57.4639,87.0427,69.2261,4.0007
22,D5,UniqueMappingClustering,word2vec,97,0.584375,qmc,16,32.1874,48.5264,38.7031,5.4718
23,D5,UniqueMappingClustering,fasttext,72,0.35937499999999994,qmc,16,25.7361,47.9675,33.4989,5.2989
24,D5,ConnectedComponentsClustering,word2vec,22,0.809375,qmc,16,81.6254,23.4756,36.4641,2.223
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.3328
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,1.8415
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,3.9952
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.3195
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,2.0455
5,D5,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,42.8571,0.1524,0.3038,2.7367
6,D5,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,84.9558,58.5366,69.3141,3.423
7,D5,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,3.8311
8,D5,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,60.0357,68.3943,63.943,1.4788
9,D5,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,2.7611
10,D5,ConnectedComponentsClustering,fasttext,69,0.78125,qmc,16,59.6591,5.3354,9.7948,2.9978
11,D5,UniqueMappingClustering,sent_glove,94,0.10625,qmc,16,32.0,70.7317,44.0646,9.301
12,D5,KiralyMSMApproximateClustering,sminilm,44,0.55625,qmc,16,69.2532,84.3496,76.0596,2.5304
13,D5,UniqueMappingClustering,fasttext,32,0.21875,qmc,16,27.3043,47.8659,34.773,2.556
14,D5,KiralyMSMApproximateClustering,sminilm,82,0.66875,qmc,16,80.4434,71.9004,75.9324,3.3915
15,D5,KiralyMSMApproximateClustering,word2vec,57,0.4437499999999999,qmc,16,50.4746,45.935,48.0979,5.4184
16,D5,ConnectedComponentsClustering,sent_glove,7,0.8937499999999999,qmc,16,85.5605,48.4756,61.8878,1.103
17,D5,KiralyMSMApproximateClustering,st5,10,0.47187499999999993,qmc,16,55.3205,86.3821,67.4469,1.5389
18,D5,ConnectedComponentsClustering,word2vec,60,0.921875,qmc,16,77.8243,18.9024,30.417,3.6209
19,D5,ConnectedComponentsClustering,word2vec,85,0.24687499999999996,qmc,16,0,0,0,3.8633
20,D5,ConnectedComponentsClustering,st5,35,0.696875,qmc,16,73.6434,14.4817,24.2038,2.4404
21,D5,KiralyMSMApproximateClustering,sminilm,47,0.134375,qmc,16,57.4639,87.0427,69.2261,5.393
22,D5,UniqueMappingClustering,word2vec,97,0.584375,qmc,16,32.1874,48.5264,38.7031,4.8807
23,D5,UniqueMappingClustering,fasttext,72,0.35937499999999994,qmc,16,25.7361,47.9675,33.4989,6.1572
24,D5,ConnectedComponentsClustering,word2vec,22,0.809375,qmc,16,81.6254,23.4756,36.4641,1.8734
25,D5,UniqueMappingClustering,smpnet,16,0.190625,qmc,16,46.0428,90.752,61.0912,3.2075
26,D5,UniqueMappingClustering,sdistilroberta,66,0.640625,qmc,16,72.7214,56.7581,63.7557,2.8592
27,D5,ConnectedComponentsClustering,sent_glove,91,0.41562499999999997,qmc,16,65.7143,4.6748,8.7287,4.5317
28,D5,UniqueMappingClustering,sent_glove,41,0.865625,qmc,16,71.8421,55.4878,62.6147,1.8441
29,D5,ConnectedComponentsClustering,sdistilroberta,29,0.303125,qmc,16,0,0,0,2.0464
0,D5,KiralyMSMApproximateClustering,word2vec,17,0.12019310545098835,qmc,16,48.8673,46.0366,47.4097,2.577
1,D5,ConnectedComponentsClustering,smpnet,1,0.05,qmc,16,67.8774,60.7724,64.1287,1.7424
2,D5,UniqueMappingClustering,word2vec,51,0.49999999999999994,qmc,16,31.0356,49.6443,38.1939,4.2254
3,D5,ConnectedComponentsClustering,fasttext,75,0.27499999999999997,qmc,16,0,0,0,3.4066
4,D5,KiralyMSMApproximateClustering,word2vec,25,0.725,qmc,16,56.7549,42.4797,48.5905,2.0871
5,D5,ConnectedComponentsClustering,word2vec,38,0.38749999999999996,qmc,16,42.8571,0.1524,0.3038,3.059
6,D5,UniqueMappingClustering,st5,88,0.8374999999999999,qmc,16,84.9558,58.5366,69.3141,3.3538
7,D5,ConnectedComponentsClustering,smpnet,63,0.16249999999999998,qmc,16,0,0,0,3.8196
8,D5,KiralyMSMApproximateClustering,sent_glove,13,0.6125,qmc,16,60.0357,68.3943,63.943,2.5928
9,D5,ConnectedComponentsClustering,smpnet,19,0.33125,qmc,16,0,0,0,1.5613
10,D5,ConnectedComponentsClustering,fasttext,69,0.78125,qmc,16,59.6591,5.3354,9.7948,5.7278
11,D5,UniqueMappingClustering,sent_glove,94,0.10625,qmc,16,32.0,70.7317,44.0646,9.6739
12,D5,KiralyMSMApproximateClustering,sminilm,44,0.55625,qmc,16,69.2532,84.3496,76.0596,3.6887
13,D5,UniqueMappingClustering,fasttext,32,0.21875,qmc,16,27.3043,47.8659,34.773,3.9836
14,D5,KiralyMSMApproximateClustering,sminilm,82,0.66875,qmc,16,80.4434,71.9004,75.9324,4.0899
15,D5,KiralyMSMApproximateClustering,word2vec,57,0.4437499999999999,qmc,16,50.4746,45.935,48.0979,6.6302
16,D5,ConnectedComponentsClustering,sent_glove,7,0.8937499999999999,qmc,16,85.5605,48.4756,61.8878,1.1695
17,D5,KiralyMSMApproximateClustering,st5,10,0.47187499999999993,qmc,16,55.3205,86.3821,67.4469,2.1758
18,D5,ConnectedComponentsClustering,word2vec,60,0.921875,qmc,16,77.8243,18.9024,30.417,4.01
19,D5,ConnectedComponentsClustering,word2vec,85,0.24687499999999996,qmc,16,0,0,0,6.0045
20,D5,ConnectedComponentsClustering,st5,35,0.696875,qmc,16,73.6434,14.4817,24.2038,3.0241
21,D5,KiralyMSMApproximateClustering,sminilm,47,0.134375,qmc,16,57.4639,87.0427,69.2261,6.0039
22,D5,UniqueMappingClustering,word2vec,97,0.584375,qmc,16,32.1874,48.5264,38.7031,6.3592
23,D5,UniqueMappingClustering,fasttext,72,0.35937499999999994,qmc,16,25.7361,47.9675,33.4989,5.9485
24,D5,ConnectedComponentsClustering,word2vec,22,0.809375,qmc,16,81.6254,23.4756,36.4641,1.7863
25,D5,UniqueMappingClustering,smpnet,16,0.190625,qmc,16,46.0428,90.752,61.0912,3.0679
26,D5,UniqueMappingClustering,sdistilroberta,66,0.640625,qmc,16,72.7214,56.7581,63.7557,4.3555
