TEST_SET, DATASET, REGRESSOR, VALIDATION_MSE, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, OPTIMIZATION_TIME, BEST_REGRESSOR_FIT_TIME, BEST_REGRESSOR_PREDICTION_TIME
D1, all, SVR, 31.3343, 345.0505, 54.6584, 77.0833, 0.7091, 119586.5054, 3163.7755, 44.2827
D2, all, SVR, 23.2072, 1980.6197, 0.1857, 85.8486, 0.0022, 189259.7233, 43363.8287, 47.4165
