Feature,Importance,Std,Rank
k,-4.635284341887313e-05,9.52042304444059e-05,0
threshold,0.07777620355114237,0.00137794249072331,1
InputEntityProfiles,0.0,0.0,2
NumberOfAttributes,0.0,0.0,3
NumberOfDistinctValues,0.0,0.0,4
NumberOfNameValuePairs,0.0,0.0,5
AverageNVPairsPerEntity,0.0,0.0,6
AverageDistinctValuesPerEntity,0.0,0.0,7
AverageNVpairsPerAttribute,0.0,0.0,8
AverageDistinctValuesPerAttribute,0.0,0.0,9
NumberOfMissingNVpairs,0.0,0.0,10
AverageValueLength,0.0,0.0,11
AverageValueTokens,0.0,0.0,12
MaxValuesPerEntity,0.0,0.0,13
clustering_ConnectedComponentsClustering,0.10111384898591477,0.0009625453816011503,14
clustering_KiralyMSMApproximateClustering,0.0011392969316587286,0.0001283618754401072,15
clustering_UniqueMappingClustering,0.00041631697698187866,0.00011235189689433455,16
lm_fasttext,0.001343086556023243,2.3392525954766135e-05,17
lm_sdistilroberta,-0.004598991977826428,5.6658748645232536e-05,18
lm_sent_glove,-0.005487307629455396,6.147301586685933e-05,19
lm_sminilm,-0.012601975234337547,8.676801064175358e-05,20
lm_smpnet,-0.014572427328364324,0.0001759395935910338,21
lm_st5,0.04536859503373183,0.0015120715883303573,22
lm_word2vec,-0.003318984644598766,2.9027681104866414e-05,23
