Feature,Importance,Std,Rank
k,0.0009897283455609696,6.007582484892615e-05,0
threshold,0.06595972748069627,0.0015041176205744865,1
InputEntityProfiles,0.0,0.0,2
NumberOfAttributes,0.0,0.0,3
NumberOfDistinctValues,0.0,0.0,4
NumberOfNameValuePairs,0.0,0.0,5
AverageNVPairsPerEntity,0.0,0.0,6
AverageDistinctValuesPerEntity,0.0,0.0,7
AverageNVpairsPerAttribute,0.0,0.0,8
AverageDistinctValuesPerAttribute,0.0,0.0,9
NumberOfMissingNVpairs,0.0,0.0,10
AverageValueLength,0.0,0.0,11
AverageValueTokens,0.0,0.0,12
MaxValuesPerEntity,0.0,0.0,13
clustering_ConnectedComponentsClustering,0.21619590372864259,0.0023404366688025337,14
clustering_KiralyMSMApproximateClustering,0.01048270822036077,0.0003427860273555108,15
clustering_UniqueMappingClustering,-0.001574974904355031,7.978175875973934e-05,16
lm_fasttext,-0.0018322186297053734,7.771863693086526e-05,17
lm_sdistilroberta,8.862893948204941e-05,4.520339281619917e-06,18
lm_sent_glove,-8.894687206879581e-05,1.0187528459622844e-05,19
lm_sminilm,0.04224542666525366,0.0008483299069684964,20
lm_smpnet,0.036465693412473146,0.0006847040052170308,21
lm_st5,0.09290446109088961,0.0012633344822195562,22
lm_word2vec,-0.0003828373256279605,5.811415541303227e-05,23
