max_trials,f1,f1_ratio
5,97.56176,0.9894591439649254
10,98.0454,0.9943641602375632
15,98.38984,0.9978574275540537
20,98.38984,0.9978574275540537
25,98.44396,0.9984063058120042
30,98.44396,0.9984063058120042
35,98.48514,0.9988239482115311
40,98.48514,0.9988239482115311
45,98.5122,0.9990983873405064
50,98.5122,0.9990983873405064
55,98.5122,0.9990983873405064
60,98.5122,0.9990983873405064
65,98.5122,0.9990983873405064
70,98.51424,0.9991190767648637
75,98.52312,0.9992091366120662
80,98.52312,0.9992091366120662
85,98.52312,0.9992091366120662
90,98.52312,0.9992091366120662
95,98.52312,0.9992091366120662
100,98.52312,0.9992091366120662
