max_trials,f1,f1_ratio
5,41.0309,0.680972360065988
10,44.54964,0.739371388170626
15,52.263400000000004,0.8673933753116008
20,55.463300000000004,0.9205007518247934
25,55.7221,0.9247959451250883
30,56.74664,0.9417997988495255
35,57.60576,0.95605824733542
40,58.20744,0.966044073861392
45,58.553920000000005,0.9717944547527609
50,58.68244,0.9739274464179615
55,60.03374,0.9963543965983662
60,60.21151999999999,0.9993049354891175
65,60.21151999999999,0.9993049354891175
70,60.21151999999999,0.9993049354891175
75,60.21151999999999,0.9993049354891175
80,60.21151999999999,0.9993049354891175
85,60.21151999999999,0.9993049354891175
90,60.21151999999999,0.9993049354891175
95,60.213319999999996,0.9993348093219635
100,60.213319999999996,0.9993348093219635
