max_trials,f1,f1_ratio
5,76.76376,0.8941760261669963
10,80.63904,0.9393168904326918
15,82.45122,0.9604259125949637
20,82.70096,0.9633349874080648
25,82.71198,0.963463352925965
30,83.08338,0.9677895737379526
35,83.08338,0.9677895737379526
40,83.12438,0.9682671586956572
45,83.5801,0.9735755737426119
50,83.62284,0.974073426939985
55,83.62284,0.974073426939985
60,83.86382,0.9768804616499279
65,83.89066,0.9771931050710203
70,85.00507999999999,0.9901743301579756
75,85.01854,0.9903311178050661
80,85.80024,0.9994366827181805
85,85.80024,0.9994366827181805
90,85.81096,0.9995615537119998
95,85.81096,0.9995615537119998
100,85.82442,0.9997183413590903
