max_trials,f1,f1_ratio
5,37.54764,0.7895624014299233
10,40.94162,0.8609319735043633
15,41.08286,0.8639020082010304
20,41.08286,0.8639020082010304
25,41.5608,0.8739522657974976
30,41.89782,0.881039217747871
35,43.33472,0.9112547576490378
40,43.336079999999995,0.9112833561139732
45,43.336079999999995,0.9112833561139732
50,43.336079999999995,0.9112833561139732
55,43.37056,0.9120084113132162
60,43.37056,0.9120084113132162
65,43.37056,0.9120084113132162
70,43.37056,0.9120084113132162
75,43.82154,0.9214917463989065
80,43.82154,0.9214917463989065
85,44.337939999999996,0.9323507517611186
90,44.337939999999996,0.9323507517611186
95,44.337939999999996,0.9323507517611186
100,44.337939999999996,0.9323507517611186
