max_trials,f1,f1_ratio
5,54.67096,0.9236722550081351
10,56.7808,0.9593182482467093
15,58.0067,0.9800299719372111
20,58.0303,0.9804286966937946
25,58.03348,0.9804824231652326
30,58.0419,0.9806246800487255
35,58.057939999999995,0.9808956777222679
40,58.057939999999995,0.9808956777222679
45,58.09442,0.9815120115832922
50,58.10871999999999,0.9817536117535948
55,58.10871999999999,0.9817536117535948
60,58.10871999999999,0.9817536117535948
65,58.122,0.9819779789047572
70,58.122,0.9819779789047572
75,58.12452,0.9820205545991042
80,58.14536,0.9823726488333077
85,58.18167999999999,0.9829862794756431
90,58.18384,0.9830227729279406
95,58.35262,0.9858743307421857
100,58.35262,0.9858743307421857
