max_trials,f1,f1_ratio
5,39.81846,0.7095614519664274
10,46.8095,0.8341411693426235
15,46.84624,0.8347958729083879
20,52.14131999999999,0.929153732380562
25,54.174119999999995,0.9653780494324358
30,54.174119999999995,0.9653780494324358
35,54.25768000000001,0.9668670812766187
40,55.10928,0.9820425183099596
45,55.10928,0.9820425183099596
50,55.10928,0.9820425183099596
55,55.10928,0.9820425183099596
60,55.10928,0.9820425183099596
65,55.10928,0.9820425183099596
70,55.11656000000001,0.9821722472690987
75,55.196839999999995,0.9836028298020207
80,55.196839999999995,0.9836028298020207
85,55.196839999999995,0.9836028298020207
90,55.196839999999995,0.9836028298020207
95,55.196839999999995,0.9836028298020207
100,55.196839999999995,0.9836028298020207
