max_trials,f1,f1_ratio
5,41.0309,0.680972360065988
10,44.54964,0.739371388170626
15,51.54204,0.8554212708328492
20,52.5203,0.8716570351216695
25,53.69642,0.8911765975032115
30,53.69642,0.8911765975032115
35,54.1083,0.8980123943213163
40,55.0835,0.9141973730942985
45,55.37834,0.9190907069144646
50,56.62926,0.9398516930164937
55,56.7034,0.9410821629982706
60,56.7034,0.9410821629982706
65,56.759519999999995,0.9420135627201119
70,57.19952000000001,0.949316055193566
75,57.356939999999994,0.9519286878416818
80,57.356939999999994,0.9519286878416818
85,57.444140000000004,0.9533759090773302
90,57.444140000000004,0.9533759090773302
95,57.444140000000004,0.9533759090773302
100,57.64112,0.9566451021851049
