max_trials,f1,f1_ratio
5,68.89632,0.8025328310537387
10,79.2677,0.923342954922969
15,79.2677,0.923342954922969
20,79.77171999999999,0.9292139883469268
25,82.47655999999999,0.9607210833956522
30,82.78062,0.9642629000356441
35,83.8774,0.9770386471066504
40,84.09536,0.9795775353354627
45,84.12498000000001,0.9799225613463702
50,84.20334,0.9808353310362661
55,84.20334,0.9808353310362661
60,84.20334,0.9808353310362661
65,84.20334,0.9808353310362661
70,84.20334,0.9808353310362661
75,84.20334,0.9808353310362661
80,84.20334,0.9808353310362661
85,84.20334,0.9808353310362661
90,84.24271999999999,0.9812940455639345
95,84.24271999999999,0.9812940455639345
100,84.24271999999999,0.9812940455639345
