max_trials,f1,f1_ratio
5,91.89894,0.9685184658237613
10,93.1217,0.9814050740835591
15,93.74554,0.9879796935483701
20,93.77736,0.9883150429831135
25,94.48398,0.9957620768479262
30,94.488,0.9958044434327051
35,94.488,0.9958044434327051
40,94.50412,0.9959743313298787
45,94.50412,0.9959743313298787
50,94.50412,0.9959743313298787
55,94.55348000000001,0.996494533972837
60,94.57688,0.996741145436476
65,94.57688,0.996741145436476
70,94.65299999999999,0.9975433704199034
75,94.70752,0.9981179540522795
80,94.70752,0.9981179540522795
85,94.7385,0.9984444507678153
90,94.7385,0.9984444507678153
95,94.7385,0.9984444507678153
100,94.7385,0.9984444507678153
