max_trials,f1,f1_ratio
5,38.82768,0.6919058395851525
10,51.001239999999996,0.9088376071422207
15,54.0856,0.9638006308248838
20,54.151340000000005,0.9649721118377677
25,54.694500000000005,0.9746511752231946
30,55.325880000000005,0.9859023112425827
35,55.3481,0.9862982696865479
40,55.3481,0.9862982696865479
45,55.3481,0.9862982696865479
50,55.3481,0.9862982696865479
55,55.34896,0.9863135948108417
60,55.34896,0.9863135948108417
65,55.34926,0.9863189407844326
70,55.34926,0.9863189407844326
75,55.46144,0.9883179785091862
80,55.56736000000001,0.99020546358501
85,55.834540000000004,0.9949665876650571
90,55.834540000000004,0.9949665876650571
95,55.95,0.9970240747010711
100,56.051520000000004,0.9988331521642284
