max_trials,f1,f1_ratio
5,59.21046,0.8790712590025789
10,63.5779,0.9439126903884898
15,64.23156,0.9536172885145578
20,64.98302,0.9647738795677278
25,66.795,0.9916755374823512
30,66.95036,0.9939820980258539
35,67.082,0.995936498321597
40,67.29643999999999,0.9991201932427395
45,67.30228,0.9992068971148692
50,67.50778,1.002257863848197
55,67.50778,1.002257863848197
60,67.52802,1.0025583580899613
65,67.61994,1.0039230532827956
70,67.61994,1.0039230532827956
75,67.61994,1.0039230532827956
80,67.64912,1.0043562757123747
85,67.68414,1.0048762020140833
90,67.68414,1.0048762020140833
95,67.70112,1.005128296491611
100,67.70112,1.005128296491611
