max_trials,f1,f1_ratio
5,41.5362,0.6893586088087975
10,46.1591,0.7660829098440919
15,50.15204,0.8323520332462566
20,50.65772,0.8407445886871114
25,51.076139999999995,0.8476889270978898
30,51.076139999999995,0.8476889270978898
35,52.14226,0.8653828663610684
40,52.594319999999996,0.87288551351459
45,52.594319999999996,0.87288551351459
50,52.61582,0.8732423398513611
55,53.11096,0.8814599674043291
60,53.11096,0.8814599674043291
65,53.11096,0.8814599674043291
70,53.11096,0.8814599674043291
75,53.73358,0.8917933261857423
80,53.73358,0.8917933261857423
85,53.73358,0.8917933261857423
90,54.020540000000004,0.8965558790043384
95,54.89212,0.9110211207998221
100,54.89212,0.9110211207998221
