max_trials,f1,f1_ratio
5,59.21046,0.8790712590025789
10,63.5779,0.9439126903884898
15,63.869719999999994,0.9482452116153495
20,64.28378000000001,0.9543925755355525
25,64.52311999999999,0.9579459496375213
30,65.1385,0.9670822216976439
35,65.76696,0.9764126866768513
40,66.16796,0.9823661546090382
45,66.38426,0.9855774641195919
50,66.68226,0.9900017370467533
55,66.7209,0.9905754078719395
60,66.7209,0.9905754078719395
65,66.74826,0.9909816095742454
70,66.76831999999999,0.9912794314363891
75,66.78756,0.9915650791247066
80,66.91409999999999,0.9934437619978709
85,66.92699999999999,0.9936352825373352
90,66.92699999999999,0.9936352825373352
95,66.93188,0.9937077337181561
100,66.93188,0.9937077337181561
