max_trials,f1,f1_ratio
5,32.2354,0.6778551151298496
10,41.22926,0.8669805488381873
15,41.717499999999994,0.8772473977499736
20,41.717499999999994,0.8772473977499736
25,41.717499999999994,0.8772473977499736
30,41.85456,0.8801295342235307
35,41.9416,0.8819598359793923
40,41.9416,0.8819598359793923
45,41.98282,0.8828266218063294
50,44.14506,0.9282948165282305
55,45.98396,0.9669637262117549
60,45.98396,0.9669637262117549
65,45.98396,0.9669637262117549
70,45.98396,0.9669637262117549
75,45.98396,0.9669637262117549
80,46.21722,0.971868783513826
85,46.21722,0.971868783513826
90,46.21722,0.971868783513826
95,46.21722,0.971868783513826
100,46.21722,0.971868783513826
